C-1,C-2,C-3,C-4,C-5,C-6,C-7,C-8,C-9,C-10,C-11,C-12,C-13,C-14,C-15,C-16,C-17,C-18,C-19,C-20,C-21,C-22,C-23,C-24,C-25,C-26,C-27,C-28,C-29,C-30,C-31,C-32,C-33,C-34,C-35,C-36,C-37,C-38,C-39,C-40,C-41,C-42,C-43,C-44,C-45,C-46,C-47,C-48,C-49,C-50,C-51,C-52,C-53,C-54,C-55,C-56,C-57,C-58,C-59,C-60,C-61,C-62,C-63,C-64,C-65,C-66,Label
2.90E-02,1.30E-02,2.20E-02,1.70E-02,1.40E-02,9.00E-03,8.00E-03,1.00E-02,2.10E-02,1.70E-02,1.30E-02,1.40E-02,1.80E-02,1.50E-02,1.70E-02,2.10E-02,1.90E-02,9.00E-03,1.40E-02,1.60E-02,1.20E-02,4.00E-03,5.00E-03,6.00E-03,6.00E-03,3.00E-03,6.00E-03,9.00E-03,1.10E-02,7.00E-03,1.20E-02,1.00E-02,1.90E-02,8.00E-03,1.40E-02,2.00E-02,1.50E-02,5.00E-03,6.00E-03,1.20E-02,1.40E-02,4.00E-03,7.00E-03,1.30E-02,1.10E-02,8.00E-03,9.00E-03,2.00E-02,1.40E-02,1.10E-02,1.40E-02,1.70E-02,1.70E-02,9.00E-03,6.00E-03,1.30E-02,2.10E-02,1.40E-02,1.20E-02,1.30E-02,1.60E-02,1.40E-02,2.10E-02,2.10E-02,7.73E-02,9.65E-02,HOT
2.20E-02,1.70E-02,1.20E-02,1.30E-02,1.50E-02,1.30E-02,5.00E-03,2.20E-02,1.40E-02,7.00E-03,7.00E-03,9.00E-03,7.00E-03,1.00E-02,2.80E-02,1.70E-02,1.70E-02,1.20E-02,1.40E-02,1.30E-02,1.80E-02,7.00E-03,7.00E-03,8.00E-03,4.00E-03,4.00E-03,9.00E-03,7.00E-03,1.30E-02,9.00E-03,2.70E-02,1.50E-02,1.40E-02,8.00E-03,3.00E-03,2.40E-02,9.00E-03,7.00E-03,7.00E-03,1.40E-02,1.70E-02,1.00E-02,6.00E-03,1.70E-02,1.40E-02,1.20E-02,1.00E-02,1.70E-02,1.20E-02,1.70E-02,7.00E-03,1.10E-02,1.50E-02,1.30E-02,6.00E-03,2.10E-02,1.50E-02,1.60E-02,2.70E-02,2.20E-02,1.20E-02,2.30E-02,1.30E-02,1.60E-02,7.67E-02,8.46E-02,HOT
2.50E-02,1.20E-02,4.00E-02,1.30E-02,1.90E-02,1.40E-02,5.00E-03,1.00E-02,2.90E-02,1.30E-02,1.40E-02,1.40E-02,4.00E-03,7.00E-03,1.20E-02,2.00E-02,2.60E-02,1.10E-02,1.10E-02,1.10E-02,1.90E-02,7.00E-03,1.10E-02,1.00E-02,8.00E-03,2.00E-03,3.00E-03,7.00E-03,1.00E-02,8.00E-03,1.10E-02,1.20E-02,3.00E-02,1.40E-02,1.50E-02,1.00E-02,7.00E-03,1.10E-02,1.00E-03,1.20E-02,1.20E-02,7.00E-03,6.00E-03,1.70E-02,9.00E-03,1.20E-02,1.30E-02,1.90E-02,9.00E-03,1.10E-02,3.00E-03,8.00E-03,1.50E-02,1.40E-02,3.00E-03,9.00E-03,2.10E-02,9.00E-03,1.80E-02,1.50E-02,8.00E-03,1.40E-02,2.80E-02,1.90E-02,7.59E-02,9.15E-02,HOT
1.90E-02,2.80E-02,1.90E-02,8.00E-03,2.90E-02,1.10E-02,1.50E-02,1.30E-02,2.10E-02,9.00E-03,2.00E-02,1.10E-02,1.70E-02,1.60E-02,1.40E-02,8.00E-03,2.60E-02,7.00E-03,1.50E-02,1.70E-02,1.50E-02,8.00E-03,7.00E-03,7.00E-03,1.00E-02,1.10E-02,1.20E-02,7.00E-03,1.00E-02,1.10E-02,1.40E-02,1.10E-02,1.90E-02,1.80E-02,1.00E-02,1.60E-02,1.30E-02,1.10E-02,8.00E-03,1.60E-02,1.60E-02,1.60E-02,1.00E-02,1.90E-02,1.30E-02,6.00E-03,2.00E-02,9.00E-03,1.10E-02,1.50E-02,1.60E-02,1.20E-02,9.00E-03,7.00E-03,1.10E-02,1.00E-02,1.70E-02,1.10E-02,1.80E-02,1.10E-02,1.40E-02,5.00E-03,1.00E-02,7.00E-03,6.92E-02,8.11E-02,HOT
1.50E-02,1.10E-02,1.40E-02,9.00E-03,1.80E-02,1.90E-02,1.90E-02,1.90E-02,1.20E-02,1.30E-02,9.00E-03,1.10E-02,5.00E-03,1.30E-02,1.60E-02,1.20E-02,1.60E-02,1.90E-02,1.40E-02,1.60E-02,1.60E-02,1.10E-02,1.30E-02,7.00E-03,1.90E-02,1.60E-02,1.20E-02,7.00E-03,1.90E-02,2.00E-03,2.20E-02,8.00E-03,1.20E-02,2.40E-02,1.10E-02,1.30E-02,1.90E-02,1.10E-02,1.60E-02,1.90E-02,1.50E-02,1.50E-02,5.00E-03,1.20E-02,9.00E-03,1.10E-02,1.40E-02,1.40E-02,5.00E-03,2.00E-02,7.00E-03,8.00E-03,1.30E-02,7.00E-03,5.00E-03,7.00E-03,1.40E-02,2.00E-02,2.20E-02,1.90E-02,7.00E-03,5.00E-03,2.20E-02,1.30E-02,7.09E-02,8.09E-02,HOT
3.70E-02,1.00E-02,1.60E-02,1.60E-02,1.00E-02,1.00E-02,5.00E-03,1.30E-02,2.10E-02,3.00E-03,5.00E-03,1.00E-02,1.00E-02,2.60E-02,8.00E-03,2.10E-02,1.80E-02,1.30E-02,5.00E-03,1.80E-02,1.30E-02,2.10E-02,1.00E-02,2.40E-02,1.00E-02,3.00E-03,3.00E-03,1.00E-02,1.80E-02,1.00E-02,2.10E-02,2.40E-02,2.10E-02,3.00E-03,1.00E-02,1.60E-02,5.00E-03,1.00E-02,5.00E-03,8.00E-03,8.00E-03,3.00E-03,3.00E-03,1.00E-02,3.00E-03,1.60E-02,1.80E-02,8.00E-03,3.00E-03,1.30E-02,8.00E-03,1.30E-02,2.60E-02,2.60E-02,5.00E-03,2.90E-02,1.30E-02,2.10E-02,1.30E-02,1.30E-02,5.00E-03,3.40E-02,1.30E-02,3.10E-02,6.14E-02,8.06E-02,HOT
2.70E-02,2.00E-02,2.30E-02,2.30E-02,2.00E-02,1.10E-02,1.10E-02,1.70E-02,1.50E-02,9.00E-03,9.00E-03,1.60E-02,1.90E-02,1.10E-02,8.00E-03,2.70E-02,2.00E-02,1.20E-02,1.50E-02,2.10E-02,1.40E-02,3.00E-03,4.00E-03,8.00E-03,1.10E-02,6.00E-03,1.00E-03,5.00E-03,1.20E-02,1.00E-02,1.70E-02,1.20E-02,2.60E-02,8.00E-03,8.00E-03,1.20E-02,1.20E-02,5.00E-03,3.00E-03,1.30E-02,1.20E-02,5.00E-03,4.00E-03,8.00E-03,6.00E-03,9.00E-03,1.10E-02,1.10E-02,2.00E-02,1.90E-02,4.00E-03,9.00E-03,2.20E-02,9.00E-03,6.00E-03,1.30E-02,1.70E-02,1.20E-02,1.60E-02,7.00E-03,1.50E-02,2.00E-02,1.60E-02,2.10E-02,8.09E-02,1.01E-01,HOT
3.80E-02,1.50E-02,2.40E-02,2.00E-02,1.50E-02,8.00E-03,9.00E-03,1.20E-02,2.60E-02,1.30E-02,1.40E-02,1.30E-02,1.30E-02,1.90E-02,1.70E-02,1.70E-02,2.20E-02,1.00E-02,1.40E-02,1.20E-02,1.10E-02,6.00E-03,7.00E-03,8.00E-03,1.30E-02,6.00E-03,6.00E-03,7.00E-03,1.30E-02,1.10E-02,1.00E-02,1.10E-02,2.10E-02,1.00E-02,1.60E-02,2.20E-02,1.30E-02,6.00E-03,7.00E-03,1.10E-02,1.30E-02,1.00E-02,8.00E-03,1.00E-02,1.20E-02,8.00E-03,1.00E-02,1.10E-02,1.60E-02,1.00E-02,1.10E-02,1.30E-02,1.90E-02,1.20E-02,1.00E-02,1.50E-02,1.60E-02,7.00E-03,1.30E-02,1.10E-02,1.10E-02,1.60E-02,1.20E-02,1.60E-02,7.31E-02,9.38E-02,HOT
3.10E-02,2.20E-02,1.60E-02,9.00E-03,1.40E-02,5.00E-03,2.00E-02,1.30E-02,1.30E-02,9.00E-03,1.60E-02,1.30E-02,9.00E-03,1.10E-02,1.40E-02,2.70E-02,1.80E-02,1.10E-02,9.00E-03,1.30E-02,1.30E-02,4.00E-03,5.00E-03,1.30E-02,1.10E-02,5.00E-03,1.40E-02,9.00E-03,9.00E-03,7.00E-03,1.10E-02,1.40E-02,1.10E-02,1.10E-02,1.40E-02,2.30E-02,1.60E-02,1.10E-02,9.00E-03,5.00E-03,1.40E-02,1.60E-02,1.60E-02,1.40E-02,1.60E-02,7.00E-03,1.10E-02,7.00E-03,1.80E-02,9.00E-03,1.10E-02,1.40E-02,7.00E-03,1.40E-02,5.00E-03,1.10E-02,2.30E-02,1.10E-02,1.40E-02,5.00E-03,1.80E-02,1.30E-02,1.80E-02,2.00E-02,8.03E-02,9.54E-02,HOT
3.20E-02,1.60E-02,1.90E-02,2.40E-02,1.50E-02,8.00E-03,7.00E-03,1.50E-02,2.40E-02,1.00E-02,1.00E-02,6.00E-03,2.10E-02,1.20E-02,1.80E-02,3.10E-02,1.90E-02,6.00E-03,1.40E-02,1.30E-02,1.00E-02,6.00E-03,3.00E-03,8.00E-03,1.10E-02,4.00E-03,4.00E-03,4.00E-03,1.50E-02,7.00E-03,1.10E-02,1.10E-02,2.80E-02,9.00E-03,1.10E-02,2.10E-02,1.10E-02,6.00E-03,4.00E-03,1.20E-02,1.40E-02,8.00E-03,6.00E-03,8.00E-03,6.00E-03,9.00E-03,8.00E-03,7.00E-03,1.20E-02,1.40E-02,7.00E-03,2.40E-02,1.60E-02,7.00E-03,9.00E-03,1.00E-02,2.00E-02,1.10E-02,1.60E-02,1.20E-02,1.50E-02,1.30E-02,2.10E-02,2.90E-02,8.02E-02,1.03E-01,HOT
2.30E-02,1.10E-02,1.30E-02,1.90E-02,1.10E-02,8.00E-03,8.00E-03,1.10E-02,1.90E-02,1.30E-02,9.00E-03,9.00E-03,1.30E-02,1.40E-02,1.30E-02,2.80E-02,1.60E-02,9.00E-03,1.00E-02,1.50E-02,9.00E-03,9.00E-03,8.00E-03,9.00E-03,7.00E-03,7.00E-03,1.10E-02,7.00E-03,1.00E-02,8.00E-03,1.10E-02,1.90E-02,1.50E-02,6.00E-03,1.50E-02,1.60E-02,1.40E-02,1.10E-02,9.00E-03,1.40E-02,1.60E-02,7.00E-03,9.00E-03,1.20E-02,1.20E-02,7.00E-03,9.00E-03,1.40E-02,1.30E-02,1.20E-02,1.20E-02,1.70E-02,1.60E-02,8.00E-03,7.00E-03,1.40E-02,1.00E-02,2.00E-02,1.60E-02,1.30E-02,1.90E-02,1.60E-02,2.60E-02,3.70E-02,7.45E-02,9.74E-02,HOT
9.00E-03,1.70E-02,2.80E-02,1.30E-02,1.70E-02,1.30E-02,6.00E-03,1.70E-02,2.10E-02,9.00E-03,9.00E-03,1.10E-02,1.30E-02,1.30E-02,1.70E-02,2.30E-02,1.70E-02,9.00E-03,1.10E-02,8.00E-03,9.00E-03,9.00E-03,1.30E-02,1.10E-02,8.00E-03,9.00E-03,6.00E-03,1.30E-02,1.70E-02,1.70E-02,8.00E-03,1.90E-02,2.10E-02,1.50E-02,8.00E-03,2.30E-02,1.30E-02,9.00E-03,2.00E-03,9.00E-03,1.10E-02,4.00E-03,0.00E+00,9.00E-03,9.00E-03,1.30E-02,6.00E-03,1.30E-02,2.10E-02,1.10E-02,6.00E-03,2.10E-02,6.00E-03,1.10E-02,1.50E-02,2.30E-02,2.60E-02,1.10E-02,9.00E-03,8.00E-03,1.90E-02,1.10E-02,2.50E-02,1.70E-02,7.51E-02,9.51E-02,HOT
1.60E-02,1.60E-02,2.00E-02,1.60E-02,2.00E-02,1.40E-02,1.90E-02,1.30E-02,1.80E-02,1.10E-02,1.30E-02,9.00E-03,1.10E-02,1.50E-02,1.50E-02,1.70E-02,2.90E-02,1.60E-02,1.10E-02,1.60E-02,1.60E-02,1.40E-02,8.00E-03,9.00E-03,1.10E-02,1.10E-02,7.00E-03,1.00E-02,1.10E-02,1.10E-02,1.60E-02,1.30E-02,1.60E-02,1.70E-02,1.40E-02,1.40E-02,1.50E-02,1.10E-02,5.00E-03,1.80E-02,1.50E-02,1.10E-02,9.00E-03,8.00E-03,1.10E-02,7.00E-03,9.00E-03,1.10E-02,7.00E-03,1.70E-02,5.00E-03,1.10E-02,2.30E-02,7.00E-03,6.00E-03,1.20E-02,1.70E-02,1.60E-02,1.40E-02,1.30E-02,8.00E-03,1.50E-02,1.80E-02,1.10E-02,7.15E-02,8.76E-02,HOT
2.30E-02,1.80E-02,2.10E-02,1.50E-02,2.30E-02,2.00E-02,1.00E-02,1.70E-02,2.30E-02,1.60E-02,1.20E-02,1.50E-02,9.00E-03,6.00E-03,9.00E-03,1.60E-02,2.90E-02,1.50E-02,2.80E-02,9.00E-03,3.10E-02,8.00E-03,1.10E-02,1.20E-02,1.00E-02,1.50E-02,7.00E-03,8.00E-03,1.40E-02,1.10E-02,1.00E-02,1.30E-02,1.50E-02,1.80E-02,1.20E-02,1.10E-02,1.70E-02,1.70E-02,1.20E-02,9.00E-03,1.00E-02,1.20E-02,5.00E-03,6.00E-03,4.00E-03,9.00E-03,1.30E-02,1.20E-02,1.10E-02,1.80E-02,6.00E-03,4.00E-03,1.00E-02,1.50E-02,7.00E-03,9.00E-03,1.40E-02,1.30E-02,9.00E-03,9.00E-03,1.30E-02,1.50E-02,1.30E-02,1.50E-02,7.51E-02,8.56E-02,HOT
1.60E-02,1.80E-02,1.50E-02,1.40E-02,1.00E-02,1.10E-02,8.00E-03,1.20E-02,1.70E-02,7.00E-03,1.00E-02,1.00E-02,1.10E-02,1.50E-02,1.50E-02,2.80E-02,1.60E-02,6.00E-03,1.20E-02,2.60E-02,2.20E-02,8.00E-03,6.00E-03,1.10E-02,8.00E-03,3.00E-03,8.00E-03,1.10E-02,1.10E-02,1.20E-02,1.10E-02,1.30E-02,1.50E-02,8.00E-03,1.00E-02,1.40E-02,1.20E-02,1.10E-02,4.00E-03,1.00E-02,7.00E-03,1.00E-02,7.00E-03,1.50E-02,4.00E-03,1.40E-02,1.80E-02,1.90E-02,1.60E-02,1.00E-02,7.00E-03,1.50E-02,1.50E-02,1.70E-02,1.20E-02,1.50E-02,1.50E-02,1.80E-02,1.50E-02,1.90E-02,2.10E-02,1.80E-02,2.10E-02,1.70E-02,7.84E-02,9.04E-02,HOT
3.40E-02,1.70E-02,2.80E-02,1.30E-02,1.70E-02,5.00E-03,1.60E-02,1.30E-02,2.70E-02,2.20E-02,2.30E-02,1.40E-02,1.20E-02,9.00E-03,1.10E-02,9.00E-03,2.10E-02,5.00E-03,2.10E-02,8.00E-03,1.00E-02,3.00E-03,6.00E-03,6.00E-03,2.00E-02,6.00E-03,1.60E-02,4.00E-03,1.10E-02,7.00E-03,2.00E-02,7.00E-03,2.70E-02,2.30E-02,2.30E-02,1.20E-02,1.90E-02,9.00E-03,1.50E-02,1.70E-02,2.40E-02,1.60E-02,9.00E-03,1.40E-02,7.00E-03,7.00E-03,1.00E-02,1.30E-02,1.00E-02,6.00E-03,1.50E-02,7.00E-03,9.00E-03,7.00E-03,8.00E-03,9.00E-03,1.50E-02,1.60E-02,1.50E-02,7.00E-03,7.00E-03,1.00E-02,1.10E-02,7.00E-03,6.61E-02,8.56E-02,HOT
1.80E-02,9.00E-03,9.00E-03,2.70E-02,2.00E-02,1.30E-02,4.00E-03,4.00E-03,1.40E-02,1.60E-02,1.10E-02,1.30E-02,1.40E-02,1.60E-02,2.30E-02,7.00E-03,2.00E-02,1.60E-02,2.20E-02,1.30E-02,1.40E-02,1.80E-02,1.10E-02,1.30E-02,1.10E-02,1.40E-02,5.00E-03,1.10E-02,9.00E-03,1.80E-02,1.60E-02,1.10E-02,2.00E-02,7.00E-03,1.30E-02,7.00E-03,2.00E-02,1.60E-02,1.30E-02,1.30E-02,7.00E-03,1.10E-02,1.40E-02,1.10E-02,7.00E-03,2.00E-02,1.30E-02,1.10E-02,5.00E-03,7.00E-03,1.10E-02,1.30E-02,1.60E-02,9.00E-03,1.40E-02,2.50E-02,1.60E-02,2.00E-02,1.30E-02,1.60E-02,5.00E-03,1.10E-02,1.30E-02,9.00E-03,6.84E-02,8.60E-02,HOT
6.40E-02,2.10E-02,3.60E-02,2.10E-02,1.80E-02,7.00E-03,2.00E-02,9.00E-03,3.50E-02,1.20E-02,1.20E-02,1.10E-02,2.50E-02,1.40E-02,1.80E-02,1.50E-02,2.60E-02,7.00E-03,7.00E-03,1.60E-02,1.50E-02,1.00E-03,4.00E-03,7.00E-03,2.50E-02,5.00E-03,5.00E-03,2.00E-03,9.00E-03,7.00E-03,1.00E-02,2.00E-03,3.80E-02,1.80E-02,2.00E-02,2.00E-02,1.00E-02,9.00E-03,7.00E-03,6.00E-03,1.40E-02,9.00E-03,2.00E-03,7.00E-03,5.00E-03,9.00E-03,1.10E-02,2.00E-03,1.50E-02,7.00E-03,7.00E-03,1.40E-02,1.40E-02,1.00E-02,6.00E-03,6.00E-03,2.30E-02,6.00E-03,1.20E-02,6.00E-03,5.00E-03,6.00E-03,9.00E-03,5.00E-03,7.62E-02,9.77E-02,HOT
1.20E-02,1.80E-02,3.20E-02,1.00E-02,1.50E-02,1.70E-02,1.80E-02,1.10E-02,3.30E-02,1.70E-02,2.30E-02,1.00E-02,3.00E-03,1.40E-02,1.00E-02,1.20E-02,2.50E-02,9.00E-03,2.00E-02,1.00E-02,2.10E-02,1.50E-02,8.00E-03,1.00E-02,2.00E-02,8.00E-03,1.20E-02,4.00E-03,1.00E-02,8.00E-03,1.30E-02,1.20E-02,3.10E-02,2.50E-02,2.50E-02,1.50E-02,1.50E-02,1.00E-02,7.00E-03,1.20E-02,3.10E-02,1.10E-02,1.10E-02,1.00E-02,3.00E-03,8.00E-03,7.00E-03,1.40E-02,4.00E-03,9.00E-03,6.00E-03,4.00E-03,1.40E-02,1.10E-02,1.10E-02,1.00E-02,1.20E-02,9.00E-03,1.60E-02,8.00E-03,7.00E-03,1.70E-02,1.50E-02,1.20E-02,6.31E-02,7.61E-02,HOT
2.40E-02,8.00E-03,2.20E-02,2.10E-02,7.00E-03,5.00E-03,9.00E-03,1.50E-02,1.80E-02,9.00E-03,1.70E-02,1.30E-02,2.10E-02,2.70E-02,1.70E-02,2.30E-02,1.20E-02,7.00E-03,1.40E-02,1.60E-02,7.00E-03,2.00E-03,6.00E-03,7.00E-03,1.30E-02,3.00E-03,5.00E-03,5.00E-03,1.30E-02,5.00E-03,9.00E-03,1.20E-02,2.70E-02,6.00E-03,1.00E-02,2.90E-02,9.00E-03,5.00E-03,5.00E-03,1.00E-02,1.70E-02,6.00E-03,3.00E-03,1.00E-02,6.00E-03,6.00E-03,1.30E-02,2.00E-02,1.40E-02,1.50E-02,1.20E-02,2.10E-02,2.50E-02,1.00E-02,6.00E-03,6.00E-03,2.30E-02,1.00E-02,1.20E-02,1.60E-02,2.20E-02,1.00E-02,2.20E-02,2.00E-02,8.20E-02,1.04E-01,HOT
3.10E-02,1.40E-02,2.00E-02,2.00E-02,1.50E-02,3.00E-03,9.00E-03,1.40E-02,2.80E-02,1.10E-02,1.50E-02,1.50E-02,9.00E-03,1.20E-02,1.50E-02,1.90E-02,1.60E-02,1.10E-02,1.90E-02,7.00E-03,1.20E-02,9.00E-03,3.00E-03,9.00E-03,5.00E-03,9.00E-03,4.00E-03,4.00E-03,7.00E-03,1.10E-02,1.20E-02,1.80E-02,2.30E-02,9.00E-03,2.30E-02,1.90E-02,1.20E-02,8.00E-03,7.00E-03,1.60E-02,1.90E-02,9.00E-03,8.00E-03,1.40E-02,8.00E-03,5.00E-03,1.50E-02,1.20E-02,1.50E-02,7.00E-03,7.00E-03,8.00E-03,1.40E-02,1.40E-02,4.00E-03,8.00E-03,2.30E-02,1.40E-02,2.30E-02,8.00E-03,1.20E-02,1.10E-02,2.60E-02,1.80E-02,7.94E-02,9.62E-02,HOT
2.60E-02,1.50E-02,2.50E-02,1.50E-02,1.40E-02,1.00E-02,1.20E-02,1.20E-02,1.80E-02,1.50E-02,2.30E-02,1.50E-02,7.00E-03,1.00E-02,1.90E-02,1.10E-02,2.30E-02,1.00E-02,2.40E-02,1.40E-02,1.30E-02,1.00E-02,7.00E-03,1.20E-02,1.10E-02,1.50E-02,8.00E-03,6.00E-03,1.40E-02,1.50E-02,5.00E-03,1.20E-02,2.30E-02,1.30E-02,1.10E-02,1.00E-02,2.10E-02,1.10E-02,1.40E-02,1.20E-02,1.40E-02,1.30E-02,1.10E-02,1.40E-02,6.00E-03,1.70E-02,1.40E-02,1.30E-02,1.20E-02,1.00E-02,1.20E-02,6.00E-03,2.10E-02,1.20E-02,7.00E-03,1.10E-02,1.30E-02,1.40E-02,1.10E-02,1.40E-02,1.20E-02,1.00E-02,1.40E-02,1.00E-02,6.46E-02,8.37E-02,HOT
5.40E-02,2.20E-02,2.80E-02,3.10E-02,2.60E-02,6.00E-03,1.00E-02,1.00E-02,2.70E-02,5.00E-03,1.20E-02,1.30E-02,1.50E-02,1.10E-02,1.60E-02,2.70E-02,2.70E-02,8.00E-03,8.00E-03,1.00E-02,9.00E-03,3.00E-03,2.00E-03,7.00E-03,8.00E-03,2.00E-03,5.00E-03,6.00E-03,8.00E-03,2.00E-03,1.00E-02,1.10E-02,3.40E-02,1.00E-02,1.30E-02,1.70E-02,4.00E-03,4.00E-03,3.00E-03,7.00E-03,1.70E-02,4.00E-03,5.00E-03,8.00E-03,1.00E-02,8.00E-03,6.00E-03,1.30E-02,2.00E-02,1.10E-02,8.00E-03,1.10E-02,1.40E-02,9.00E-03,7.00E-03,6.00E-03,2.10E-02,7.00E-03,1.30E-02,1.00E-02,1.70E-02,1.50E-02,1.90E-02,2.40E-02,8.10E-02,1.04E-01,HOT
3.80E-02,9.00E-03,2.80E-02,1.80E-02,1.10E-02,9.00E-03,4.00E-03,1.10E-02,3.00E-02,1.50E-02,1.10E-02,1.20E-02,8.00E-03,1.30E-02,2.20E-02,1.20E-02,2.70E-02,5.00E-03,2.20E-02,8.00E-03,1.80E-02,7.00E-03,1.10E-02,5.00E-03,9.00E-03,8.00E-03,8.00E-03,7.00E-03,5.00E-03,2.00E-02,9.00E-03,9.00E-03,2.00E-02,1.30E-02,1.30E-02,2.00E-02,1.90E-02,1.20E-02,8.00E-03,1.30E-02,1.10E-02,1.90E-02,1.90E-02,1.10E-02,5.00E-03,8.00E-03,1.10E-02,1.20E-02,8.00E-03,7.00E-03,4.00E-03,8.00E-03,1.50E-02,1.20E-02,9.00E-03,1.50E-02,1.90E-02,1.10E-02,2.20E-02,7.00E-03,8.00E-03,9.00E-03,1.60E-02,1.50E-02,7.49E-02,9.51E-02,HOT
1.20E-02,1.30E-02,1.30E-02,1.10E-02,1.40E-02,9.00E-03,1.30E-02,1.80E-02,1.50E-02,1.40E-02,1.40E-02,1.30E-02,1.20E-02,8.00E-03,2.10E-02,7.00E-03,2.40E-02,1.70E-02,1.30E-02,1.00E-02,1.30E-02,1.20E-02,1.20E-02,7.00E-03,9.00E-03,1.00E-02,1.50E-02,1.40E-02,9.00E-03,9.00E-03,2.20E-02,3.00E-03,9.00E-03,1.20E-02,2.10E-02,1.70E-02,2.80E-02,1.50E-02,1.50E-02,9.00E-03,2.50E-02,2.30E-02,2.10E-02,1.60E-02,1.20E-02,9.00E-03,3.20E-02,9.00E-03,3.00E-03,1.20E-02,1.00E-02,9.00E-03,9.00E-03,8.00E-03,8.00E-03,9.00E-03,1.00E-02,2.10E-02,3.50E-02,2.00E-02,2.00E-03,8.00E-03,1.00E-02,4.00E-03,6.61E-02,7.45E-02,HOT
2.30E-02,8.00E-03,2.10E-02,1.70E-02,1.90E-02,1.30E-02,1.40E-02,1.00E-02,2.00E-02,1.60E-02,1.30E-02,1.40E-02,1.60E-02,1.70E-02,1.50E-02,1.60E-02,1.80E-02,2.20E-02,1.90E-02,2.00E-02,1.90E-02,1.10E-02,3.00E-03,1.20E-02,1.40E-02,8.00E-03,7.00E-03,6.00E-03,6.00E-03,1.40E-02,1.10E-02,1.20E-02,1.90E-02,1.40E-02,1.70E-02,1.50E-02,2.00E-02,1.10E-02,7.00E-03,8.00E-03,1.50E-02,8.00E-03,4.00E-03,6.00E-03,7.00E-03,4.00E-03,1.00E-02,1.70E-02,1.00E-02,1.10E-02,7.00E-03,1.10E-02,2.20E-02,1.10E-02,1.10E-02,1.30E-02,1.50E-02,1.30E-02,1.00E-02,1.10E-02,9.00E-03,2.30E-02,1.30E-02,1.90E-02,7.48E-02,8.92E-02,HOT
2.20E-02,1.60E-02,2.80E-02,5.00E-03,1.90E-02,1.70E-02,1.20E-02,9.00E-03,3.80E-02,1.20E-02,1.90E-02,7.00E-03,9.00E-03,1.40E-02,9.00E-03,9.00E-03,1.90E-02,9.00E-03,2.10E-02,1.60E-02,1.70E-02,1.90E-02,1.60E-02,1.20E-02,1.60E-02,1.40E-02,9.00E-03,1.70E-02,1.00E-02,1.60E-02,9.00E-03,1.00E-02,2.20E-02,1.90E-02,1.90E-02,1.60E-02,1.70E-02,1.40E-02,7.00E-03,1.60E-02,1.70E-02,1.40E-02,3.00E-03,1.40E-02,9.00E-03,1.90E-02,1.60E-02,1.00E-02,7.00E-03,1.40E-02,1.00E-02,2.00E-03,1.00E-02,1.40E-02,2.10E-02,9.00E-03,5.00E-03,1.40E-02,1.70E-02,1.60E-02,5.00E-03,5.00E-03,1.90E-02,7.00E-03,5.38E-02,6.75E-02,HOT
2.10E-02,1.50E-02,1.80E-02,1.60E-02,1.20E-02,1.90E-02,9.00E-03,3.70E-02,1.90E-02,1.80E-02,1.30E-02,2.00E-02,1.00E-02,9.00E-03,1.70E-02,1.00E-02,2.10E-02,2.00E-02,2.30E-02,1.00E-02,3.10E-02,2.00E-03,4.00E-03,2.00E-03,1.20E-02,3.00E-03,4.00E-03,8.00E-03,3.00E-02,8.00E-03,1.90E-02,6.00E-03,1.90E-02,1.60E-02,1.60E-02,1.20E-02,1.90E-02,8.00E-03,9.00E-03,1.70E-02,1.90E-02,7.00E-03,6.00E-03,5.00E-03,1.20E-02,9.00E-03,1.10E-02,9.00E-03,9.00E-03,2.70E-02,1.30E-02,9.00E-03,1.20E-02,1.00E-02,6.00E-03,7.00E-03,1.30E-02,2.50E-02,1.30E-02,8.00E-03,5.00E-03,9.00E-03,1.10E-02,1.00E-02,7.37E-02,8.20E-02,HOT
4.40E-02,2.00E-02,1.90E-02,2.40E-02,2.00E-02,1.20E-02,7.00E-03,1.20E-02,1.90E-02,1.00E-02,1.10E-02,1.10E-02,1.70E-02,1.70E-02,1.70E-02,2.00E-02,2.80E-02,9.00E-03,1.70E-02,1.30E-02,1.50E-02,7.00E-03,7.00E-03,9.00E-03,6.00E-03,8.00E-03,5.00E-03,6.00E-03,8.00E-03,1.20E-02,1.00E-02,1.50E-02,2.10E-02,1.00E-02,8.00E-03,1.40E-02,1.10E-02,8.00E-03,2.00E-03,1.00E-02,1.30E-02,5.00E-03,6.00E-03,1.00E-02,9.00E-03,6.00E-03,7.00E-03,1.30E-02,1.40E-02,1.10E-02,7.00E-03,1.80E-02,2.10E-02,1.10E-02,7.00E-03,1.40E-02,1.70E-02,9.00E-03,1.20E-02,8.00E-03,1.70E-02,2.00E-02,1.20E-02,1.90E-02,7.79E-02,1.00E-01,HOT
